id	related_id	class	type/scale	name	relevance	text	help	language	validation	mandatory	other	default	same_default	always_hide	hide_tip	answer_width	random_group	em_validation_q	em_validation_q_tip
733		A	0	A		Explanation A		en											
733		A	0	B		Explanation B		en											
733		A	0	C		Explanation C		en											
733		A	0	D		Explanation D		en											
734		Q	T	A04V7CMT	1	Optional: Briefly mention anything that influenced your ranking or was difficult to evaluate.		en		N				0	1				
735		G		P04V7	CONSENT == 'Y' && VERSION == 7	Argument 4 of 7		en											
736		Q	X	A06V7I	1	"<h2>Argument 4 of 7</h2><div style=""border:1px solid #d0d5dd;border-left:5px solid #2e90fa;border-radius:7px;
            padding:15px 17px;margin:12px 0;background:#ffffff;line-height:1.65;"">
  <div style=""font-weight:700;margin-bottom:7px;"">Discussion issue</div>
  <div>Evolution vs creation:</div>
</div><div style=""border:1px solid #d0d5dd;border-left:5px solid #667085;border-radius:7px;
            padding:15px 17px;margin:12px 0;background:#ffffff;line-height:1.65;"">
  <div style=""font-weight:700;margin-bottom:7px;"">Argument</div>
  <div>sabrejimmy, I have not tried to prove ANYTHING. All i asked was for YOU to prove that we are not evolving. Not once did i say that we are still evolving. I have not made any such assertions. So until you can show that we are not evolving with credible evidence, you are just avoiding something you cannot answer. So i say again, back up YOUR claim that we are not evolving. And the big bang is a red herring, we are talking about evolution, NOT Cosmology. It looks like you are trying to steer the debate away from what it is because you cannot back up your claims.</div>
</div>
<p style=""margin-top:12px;""><strong>Reminder:</strong> For this task, treat the argument as inappropriate and evaluate how well each explanation identifies passages that could reasonably explain that label.</p>
"		en		N				0	1				
737		Q	F	A06V7A	1	"<h4 style=""margin-bottom:8px;"">Explanation A</h4><div style=""border:1px solid #d0d5dd;border-left:5px solid #d4a72c;border-radius:7px;
            padding:15px 17px;margin:12px 0;background:#ffffff;line-height:1.65;"">
  <div style=""font-weight:700;margin-bottom:7px;"">Highlighted argument</div>
  <div>sabrejimmy, <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">I</span> have not tried to <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">prove ANYTHING.</span> All <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">i</span> asked <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">was</span> for YOU to prove <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">that we</span> are not evolving. Not once did i <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">say</span> that we are <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">still</span> evolving. I have not <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">made</span> any <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">such</span> assertions. So until <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">you can</span> show that we are not evolving with credible evidence, you <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">are</span> just avoiding something you cannot answer. So i say again, back up <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">YOUR</span> claim that we are not evolving. And the big bang is a <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">red</span> herring, we <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">are</span> talking about evolution, <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">NOT Cosmology. It</span> looks <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">like</span> you are trying to <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">steer</span> the debate away from what <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">it</span> is because you <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">cannot</span> back up your <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">claims.</span></div>
</div><p style=""margin-top:10px;"">Rate this explanation on both criteria.</p>"		en		Y				0	1				
738		SQ	0	COM	1	Completeness: How completely do the highlighted spans cover the parts of the argument that could reasonably explain why it is inappropriate?		en											
739		SQ	0	PRE	1	Precision: How precisely do the highlighted spans focus on those parts without including unnecessary or unrelated text?		en											
737		A	0	1	1	1 – Very low		en											
737		A	0	2	2	2		en											
737		A	0	3	3	3		en											
737		A	0	4	4	4 – Moderate		en											
737		A	0	5	5	5		en											
737		A	0	6	6	6		en											
737		A	0	7	7	7 – Very high		en											
740		Q	F	A06V7B	1	"<h4 style=""margin-bottom:8px;"">Explanation B</h4><div style=""border:1px solid #d0d5dd;border-left:5px solid #d4a72c;border-radius:7px;
            padding:15px 17px;margin:12px 0;background:#ffffff;line-height:1.65;"">
  <div style=""font-weight:700;margin-bottom:7px;"">Highlighted argument</div>
  <div><span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">sabrejimmy, I have not tried to prove</span> ANYTHING. All i asked was for YOU to <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">prove</span> that we <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">are not evolving. Not once did i say that</span> we are <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">still evolving</span>. I have not made any such assertions. So until you can show that we are not evolving with credible evidence, you are <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">just avoiding</span> something you cannot answer. <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">So i say again, back up YOUR claim</span> that we are not evolving. <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">And the big bang is a red herring,</span> we are talking about <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">evolution</span>, NOT <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">Cosmology. It looks</span> like you are trying to steer the debate away from what it is because you cannot back up your claims.</div>
</div><p style=""margin-top:10px;"">Rate this explanation on both criteria.</p>"		en		Y				0	1				
741		SQ	0	COM	1	Completeness: How completely do the highlighted spans cover the parts of the argument that could reasonably explain why it is inappropriate?		en											
742		SQ	0	PRE	1	Precision: How precisely do the highlighted spans focus on those parts without including unnecessary or unrelated text?		en											
740		A	0	1	1	1 – Very low		en											
740		A	0	2	2	2		en											
740		A	0	3	3	3		en											
740		A	0	4	4	4 – Moderate		en											
740		A	0	5	5	5		en											
740		A	0	6	6	6		en											
740		A	0	7	7	7 – Very high		en											
743		Q	F	A06V7C	1	"<h4 style=""margin-bottom:8px;"">Explanation C</h4><div style=""border:1px solid #d0d5dd;border-left:5px solid #d4a72c;border-radius:7px;
            padding:15px 17px;margin:12px 0;background:#ffffff;line-height:1.65;"">
  <div style=""font-weight:700;margin-bottom:7px;"">Highlighted argument</div>
  <div><span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">sabrejimmy, I have</span> not tried <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">to</span> prove <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">ANYTHING.</span> All <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">i</span> asked <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">was for YOU to prove that we are</span> not evolving<span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">.</span> Not once did i say <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">that we are</span> still evolving<span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">. I have</span> not made any such <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">assertions. So</span> until you can show <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">that we are</span> not evolving <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">with</span> credible evidence<span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">, you are</span> just avoiding something you cannot answer<span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">. So i</span> say again<span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">,</span> back up YOUR claim <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">that we are</span> not evolving<span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">. And the</span> big <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">bang is a red herring, we are</span> talking about <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">evolution, NOT Cosmology. It</span> looks like <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">you are</span> trying <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">to steer the debate</span> away <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">from</span> what <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">it is because you cannot</span> back up <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">your claims.</span></div>
</div><p style=""margin-top:10px;"">Rate this explanation on both criteria.</p>"		en		Y				0	1				
744		SQ	0	COM	1	Completeness: How completely do the highlighted spans cover the parts of the argument that could reasonably explain why it is inappropriate?		en											
745		SQ	0	PRE	1	Precision: How precisely do the highlighted spans focus on those parts without including unnecessary or unrelated text?		en											
743		A	0	1	1	1 – Very low		en											
743		A	0	2	2	2		en											
743		A	0	3	3	3		en											
743		A	0	4	4	4 – Moderate		en											
743		A	0	5	5	5		en											
743		A	0	6	6	6		en											
743		A	0	7	7	7 – Very high		en											
746		Q	F	A06V7D	1	"<h4 style=""margin-bottom:8px;"">Explanation D</h4><div style=""border:1px solid #d0d5dd;border-left:5px solid #d4a72c;border-radius:7px;
            padding:15px 17px;margin:12px 0;background:#ffffff;line-height:1.65;"">
  <div style=""font-weight:700;margin-bottom:7px;"">Highlighted argument</div>
  <div><span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">sabrejimmy, I have</span> not <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">tried to prove ANYTHING. All</span> i asked was for <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">YOU to prove that we are not evolving. Not once</span> did i say that we <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">are still evolving. I have</span> not made any such assertions. So until you can show that we <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">are not evolving with credible evidence, you are just avoiding something you</span> cannot answer. So i say again, back up YOUR claim that we <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">are not evolving. And the big bang is a red herring, we are</span> talking about evolution, NOT Cosmology. It looks like you are <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">trying to steer the debate</span> away from what it is because you cannot back up your claims.</div>
</div><p style=""margin-top:10px;"">Rate this explanation on both criteria.</p>"		en		Y				0	1				
747		SQ	0	COM	1	Completeness: How completely do the highlighted spans cover the parts of the argument that could reasonably explain why it is inappropriate?		en											
748		SQ	0	PRE	1	Precision: How precisely do the highlighted spans focus on those parts without including unnecessary or unrelated text?		en											
746		A	0	1	1	1 – Very low		en											
746		A	0	2	2	2		en											
746		A	0	3	3	3		en											
746		A	0	4	4	4 – Moderate		en											
746		A	0	5	5	5		en											
746		A	0	6	6	6		en											
746		A	0	7	7	7 – Very high		en											
749		Q	R	A06V7R	1	Rank the four explanations from best to worst according to how well they localize the reasons for this argument's inappropriateness overall. Consider both completeness and precision.		en		Y				0	1				
749		A	0	A		Explanation A		en											
749		A	0	B		Explanation B		en											
749		A	0	C		Explanation C		en											
749		A	0	D		Explanation D		en											
750		Q	T	A06V7CMT	1	Optional: Briefly mention anything that influenced your ranking or was difficult to evaluate.		en		N				0	1				
751		G		P05V7	CONSENT == 'Y' && VERSION == 7	Argument 5 of 7		en											
752		Q	X	A07V7I	1	"<h2>Argument 5 of 7</h2><div style=""border:1px solid #d0d5dd;border-left:5px solid #2e90fa;border-radius:7px;
            padding:15px 17px;margin:12px 0;background:#ffffff;line-height:1.65;"">
  <div style=""font-weight:700;margin-bottom:7px;"">Discussion issue</div>
  <div>Will cigarettes finally become illegal?:</div>
</div><div style=""border:1px solid #d0d5dd;border-left:5px solid #667085;border-radius:7px;
            padding:15px 17px;margin:12px 0;background:#ffffff;line-height:1.65;"">
  <div style=""font-weight:700;margin-bottom:7px;"">Argument</div>
  <div>in response to another person&#x27;s answer, if cigarettes were made illegal, it would save countless peoples&#x27; health and lives. it would save hospitals thousands of patients with cigarette-induced cancer. i dont think that is a loss of money. it would only save lives and money. besides, cigarette industry deserves to crash. i would love to see that day. all those sleaseballs selling death deserve to be jobless. not teachers and medics and firefighters. those of you who support cigarette legality are losers.</div>
</div>
<p style=""margin-top:12px;""><strong>Reminder:</strong> For this task, treat the argument as inappropriate and evaluate how well each explanation identifies passages that could reasonably explain that label.</p>
"		en		N				0	1				
753		Q	F	A07V7A	1	"<h4 style=""margin-bottom:8px;"">Explanation A</h4><div style=""border:1px solid #d0d5dd;border-left:5px solid #d4a72c;border-radius:7px;
            padding:15px 17px;margin:12px 0;background:#ffffff;line-height:1.65;"">
  <div style=""font-weight:700;margin-bottom:7px;"">Highlighted argument</div>
  <div>in response to another person&#x27;s answer, if cigarettes were made illegal, it would save countless peoples&#x27; health and lives. it would save hospitals thousands <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">of patients with cigarette-induced cancer. i dont think that is a loss of money. it</span> would only save lives and money. besides, cigarette industry deserves to crash. i would love to see that day. all those <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">sleaseballs selling death deserve to be jobless. not teachers and medics and firefighters. those of you who support cigarette</span> legality are losers.</div>
</div><p style=""margin-top:10px;"">Rate this explanation on both criteria.</p>"		en		Y				0	1				
754		SQ	0	COM	1	Completeness: How completely do the highlighted spans cover the parts of the argument that could reasonably explain why it is inappropriate?		en											
755		SQ	0	PRE	1	Precision: How precisely do the highlighted spans focus on those parts without including unnecessary or unrelated text?		en											
753		A	0	1	1	1 – Very low		en											
753		A	0	2	2	2		en											
753		A	0	3	3	3		en											
753		A	0	4	4	4 – Moderate		en											
753		A	0	5	5	5		en											
753		A	0	6	6	6		en											
753		A	0	7	7	7 – Very high		en											
756		Q	F	A07V7B	1	"<h4 style=""margin-bottom:8px;"">Explanation B</h4><div style=""border:1px solid #d0d5dd;border-left:5px solid #d4a72c;border-radius:7px;
            padding:15px 17px;margin:12px 0;background:#ffffff;line-height:1.65;"">
  <div style=""font-weight:700;margin-bottom:7px;"">Highlighted argument</div>
  <div>in response to another person&#x27;s <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">answer,</span> if cigarettes <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">were</span> made illegal, it would save <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">countless</span> peoples&#x27; <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">health and</span> lives. it would save hospitals thousands <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">of patients with cigarette-induced cancer.</span> i <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">dont think that</span> is <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">a</span> loss <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">of</span> money. it would only save lives and money. besides, cigarette <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">industry deserves to</span> crash. i would <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">love</span> to <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">see</span> that <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">day. all</span> those sleaseballs selling death <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">deserve</span> to be jobless. not teachers and medics and firefighters. those of you who <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">support cigarette</span> legality are losers.</div>
</div><p style=""margin-top:10px;"">Rate this explanation on both criteria.</p>"		en		Y				0	1				
757		SQ	0	COM	1	Completeness: How completely do the highlighted spans cover the parts of the argument that could reasonably explain why it is inappropriate?		en											
758		SQ	0	PRE	1	Precision: How precisely do the highlighted spans focus on those parts without including unnecessary or unrelated text?		en											
756		A	0	1	1	1 – Very low		en											
756		A	0	2	2	2		en											
756		A	0	3	3	3		en											
756		A	0	4	4	4 – Moderate		en											
756		A	0	5	5	5		en											
756		A	0	6	6	6		en											
756		A	0	7	7	7 – Very high		en											
759		Q	F	A07V7C	1	"<h4 style=""margin-bottom:8px;"">Explanation C</h4><div style=""border:1px solid #d0d5dd;border-left:5px solid #d4a72c;border-radius:7px;
            padding:15px 17px;margin:12px 0;background:#ffffff;line-height:1.65;"">
  <div style=""font-weight:700;margin-bottom:7px;"">Highlighted argument</div>
  <div>in <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">response</span> to another <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">person&#x27;s</span> answer, if cigarettes were <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">made</span> illegal, it would save countless peoples&#x27; health and lives. <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">it</span> would save hospitals thousands of patients with <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">cigarette-induced cancer. i dont</span> think that <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">is a loss of money.</span> it would only save lives and money. besides<span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">, cigarette industry deserves to crash.</span> i would love to see that day. all those <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">sleaseballs selling death deserve to be jobless</span>. not teachers and medics and firefighters. those of <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">you who support cigarette legality are losers.</span></div>
</div><p style=""margin-top:10px;"">Rate this explanation on both criteria.</p>"		en		Y				0	1				
760		SQ	0	COM	1	Completeness: How completely do the highlighted spans cover the parts of the argument that could reasonably explain why it is inappropriate?		en											
761		SQ	0	PRE	1	Precision: How precisely do the highlighted spans focus on those parts without including unnecessary or unrelated text?		en											
759		A	0	1	1	1 – Very low		en											
759		A	0	2	2	2		en											
759		A	0	3	3	3		en											
759		A	0	4	4	4 – Moderate		en											
759		A	0	5	5	5		en											
759		A	0	6	6	6		en											
759		A	0	7	7	7 – Very high		en											
762		Q	F	A07V7D	1	"<h4 style=""margin-bottom:8px;"">Explanation D</h4><div style=""border:1px solid #d0d5dd;border-left:5px solid #d4a72c;border-radius:7px;
            padding:15px 17px;margin:12px 0;background:#ffffff;line-height:1.65;"">
  <div style=""font-weight:700;margin-bottom:7px;"">Highlighted argument</div>
  <div><span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">in response to another person&#x27;s answer, if cigarettes were made illegal, it would save countless</span> peoples&#x27; health and lives. it would save hospitals <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">thousands of</span> patients with <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">cigarette-induced cancer. i dont think that</span> is a loss of <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">money. it would only</span> save lives and <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">money.</span> besides, cigarette <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">industry</span> deserves to <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">crash. i would love to</span> see that <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">day.</span> all those sleaseballs selling death deserve to be <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">jobless.</span> not teachers <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">and</span> medics and firefighters. <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">those of you</span> who support cigarette legality are <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">losers.</span></div>
</div><p style=""margin-top:10px;"">Rate this explanation on both criteria.</p>"		en		Y				0	1				
763		SQ	0	COM	1	Completeness: How completely do the highlighted spans cover the parts of the argument that could reasonably explain why it is inappropriate?		en											
764		SQ	0	PRE	1	Precision: How precisely do the highlighted spans focus on those parts without including unnecessary or unrelated text?		en											
762		A	0	1	1	1 – Very low		en											
762		A	0	2	2	2		en											
762		A	0	3	3	3		en											
762		A	0	4	4	4 – Moderate		en											
762		A	0	5	5	5		en											
762		A	0	6	6	6		en											
762		A	0	7	7	7 – Very high		en											
765		Q	R	A07V7R	1	Rank the four explanations from best to worst according to how well they localize the reasons for this argument's inappropriateness overall. Consider both completeness and precision.		en		Y				0	1				
765		A	0	A		Explanation A		en											
765		A	0	B		Explanation B		en											
765		A	0	C		Explanation C		en											
765		A	0	D		Explanation D		en											
766		Q	T	A07V7CMT	1	Optional: Briefly mention anything that influenced your ranking or was difficult to evaluate.		en		N				0	1				
767		G		P06V7	CONSENT == 'Y' && VERSION == 7	Argument 6 of 7		en											
768		Q	X	A02V7I	1	"<h2>Argument 6 of 7</h2><div style=""border:1px solid #d0d5dd;border-left:5px solid #2e90fa;border-radius:7px;
            padding:15px 17px;margin:12px 0;background:#ffffff;line-height:1.65;"">
  <div style=""font-weight:700;margin-bottom:7px;"">Discussion issue</div>
  <div>In the usa, are judges too powerful?:</div>
</div><div style=""border:1px solid #d0d5dd;border-left:5px solid #667085;border-radius:7px;
            padding:15px 17px;margin:12px 0;background:#ffffff;line-height:1.65;"">
  <div style=""font-weight:700;margin-bottom:7px;"">Argument</div>
  <div>yes and most of them are hypocrites. our DUI judge places people in jail, takes away their freedom, but it&#x27;s okay for him to sit on the bench drunk. the whole town knows it, the lawyers, the cops, etc. we watched the cops pull him over one night and they gave him a ride home, (we followed), but how can you fight it?</div>
</div>
<p style=""margin-top:12px;""><strong>Reminder:</strong> For this task, treat the argument as inappropriate and evaluate how well each explanation identifies passages that could reasonably explain that label.</p>
"		en		N				0	1				
769		Q	F	A02V7A	1	"<h4 style=""margin-bottom:8px;"">Explanation A</h4><div style=""border:1px solid #d0d5dd;border-left:5px solid #d4a72c;border-radius:7px;
            padding:15px 17px;margin:12px 0;background:#ffffff;line-height:1.65;"">
  <div style=""font-weight:700;margin-bottom:7px;"">Highlighted argument</div>
  <div>yes and most of <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">them are hypocrites. our DUI judge places</span> people in jail, takes away their freedom, but it&#x27;s okay for him to sit on <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">the bench drunk. the whole</span> town knows <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">it, the lawyers, the cops, etc. we watched the cops pull him over</span> one night and they gave <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">him a ride home, (we followed), but how</span> can you fight it?</div>
</div><p style=""margin-top:10px;"">Rate this explanation on both criteria.</p>"		en		Y				0	1				
770		SQ	0	COM	1	Completeness: How completely do the highlighted spans cover the parts of the argument that could reasonably explain why it is inappropriate?		en											
771		SQ	0	PRE	1	Precision: How precisely do the highlighted spans focus on those parts without including unnecessary or unrelated text?		en											
769		A	0	1	1	1 – Very low		en											
769		A	0	2	2	2		en											
769		A	0	3	3	3		en											
769		A	0	4	4	4 – Moderate		en											
769		A	0	5	5	5		en											
769		A	0	6	6	6		en											
769		A	0	7	7	7 – Very high		en											
772		Q	F	A02V7B	1	"<h4 style=""margin-bottom:8px;"">Explanation B</h4><div style=""border:1px solid #d0d5dd;border-left:5px solid #d4a72c;border-radius:7px;
            padding:15px 17px;margin:12px 0;background:#ffffff;line-height:1.65;"">
  <div style=""font-weight:700;margin-bottom:7px;"">Highlighted argument</div>
  <div>yes and most of them are hypocrites. our DUI judge places people in jail, takes away their freedom, but it&#x27;s <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">okay for him to sit on the bench drunk. the whole town knows it, the lawyers, the cops, etc. we watched the cops pull him over one</span> night and they gave him a ride home, (we followed), but how can you fight it?</div>
</div><p style=""margin-top:10px;"">Rate this explanation on both criteria.</p>"		en		Y				0	1				
773		SQ	0	COM	1	Completeness: How completely do the highlighted spans cover the parts of the argument that could reasonably explain why it is inappropriate?		en											
774		SQ	0	PRE	1	Precision: How precisely do the highlighted spans focus on those parts without including unnecessary or unrelated text?		en											
772		A	0	1	1	1 – Very low		en											
772		A	0	2	2	2		en											
772		A	0	3	3	3		en											
772		A	0	4	4	4 – Moderate		en											
772		A	0	5	5	5		en											
772		A	0	6	6	6		en											
772		A	0	7	7	7 – Very high		en											
